tc	0.1.MPa.(m*10)	3.MPa	5.MPa	10.MPa	15.MPa	20.MPa	25.MPa	45.MPa	70.MPa	100.MPa
0	2.05
5	1.74
10	1.47
15	1.27
20	1.11
25	0.97
30	0.86
35	0.76
40	0.68
50	0.54
60	0.43
70	0.31
80	0.21
90	0.11
94	0.08
30		1.932
60		1.4483
90		1.0793
120		0.8461
150		0.6825
180		0.5223
210		0.306
30			1.9613
60			2.1741
90			1.842
120			1.4887
150			1.2722
180			1.0691
210			0.819
240			0.4494
30				1.9701
60				2.2091
90				2.5341
120				2.753
150				2.7876
180				2.5869
210				2.3883
240				2.0201
270				1.4239
300				0.5554
30					2.0242
60					2.2403
90					2.6089
120					3.1645
150					3.6322
180					3.8084
210					3.8235
240					3.6576
270					3.2501
300					2.5257
30						2.0638
60						2.3276
90						2.7037
120						3.5511
150						4.2857
180						4.8725
210						5.3284
240						5.5584
270						5.4757
300						4.874
30							2.1094
60							2.4236
90							2.7872
120							3.6007
150							4.6227
180							5.4793
210							6.3812
240							7.0389
270							7.2365
300							7.2987
30								2.3262
60								2.6256
90								3.2248
120								4.2306
150								5.7343
180								7.355	
30									2.554
60									2.8484
90									3.5112
120									4.7119
150									6.6309
30										2.7956
60										3.08
90										3.8067
120										5.1491
150										7.6829
