m	KCl/CaCl2 = 1/3	KCl/CaCl2 = 1/1	KCl/CaCl2 = 1/0.33	KCl
#						rho
# nKCl/nCaCl2 ) 1/2.99
0.0071	0.8925				0.9976
0.0278	0.8972				0.9994
0.0452	0.9007				1.0007
0.2042	0.9327				1.0131
0.3003	0.9521				1.0206
0.4389	0.9803				1.0312
0.4991	0.9925				1.0355
0.7645	1.0496				1.0551
1.0255	1.1096				1.0738
1.3779	1.1973				1.0980
1.6425	1.2693				1.1158
1.8372	1.3265				1.1285
1.9389	1.3576				1.1350
2.2741	1.4675				1.1561
2.3654	1.4996				1.1618
2.6535	1.6077				1.1793
2.9588	1.7350				1.1973
3.9322	2.2475				1.2515
4.2837	2.4850				1.2701
4.5742	2.7073				1.2848
4.7571	2.8605				1.2938
# II  					
0.0177	0.8949				0.9985
0.0491	0.9016				1.0011
0.0778	0.9073				1.0033
0.1500	0.9216				1.0089
0.1587	0.9233				1.0097
0.2520	0.9419				1.0169
0.2905	0.9500				1.0198
0.6285	1.0203				1.0452
1.2731	1.1705				1.0909
1.6893	1.2832				1.1190
1.9623	1.3655				1.1367
2.6506	1.6063				1.1793
4.6633	2.7820				1.2897
4.7419	2.8501				1.2936
# nKCl/nCaCl2 = 1.00	
0.0130		0.8926			0.9979
0.0333		0.8956			0.9994
0.0534		0.8983			1.0007
0.0809		0.9019			1.0026
0.1048		0.9052			1.0042
0.1371		0.9093			1.0064
0.1760		0.9142			1.0091
0.2251		0.9206			1.0124
0.2817		0.9275			1.0162
0.3029		0.9303			1.0176
0.4183		0.9450			1.0252
0.6443		0.9750			1.0397
0.9416		1.0166			1.0583
1.0770		1.0358			1.0666
1.2289		1.0590			1.0757
1.3517		1.0779			1.0830
1.5162		1.1038			1.0926
2.4113		1.2688			1.1426
3.0097		1.4015			1.1739
3.3067		1.4753			1.1888
3.5053		1.5258			1.1967
3.7728		1.6024			1.2114
3.9678		1.6605			1.2206
4.1343		1.7120			1.2285
4.2724		1.7568			1.2351
# II  					
0.0328		0.8955			0.9994
0.0510		0.8981			1.0007
0.0772		0.9016			1.0025
0.1255		0.9075			1.0058
0.2093		0.9185			1.0114
0.2295		0.9210			1.0128
0.4151		0.9450			1.0250
0.5273		0.9596			1.0324
0.5405		0.9618			1.0332
0.6981		0.9830			1.0433
0.8709		1.0072			1.0541
0.9542		1.0192			1.0593
1.0324		1.0305			1.0640
1.0489		1.0330			1.0650
1.1445		1.0466			1.0708
1.4745		1.0992			1.0905
1.8217		1.1580			1.1105
2.0021		1.1905			1.1206
2.3770		1.2637			1.1411
2.5219		1.2938			1.1488
2.7118		1.3351			1.1589
2.8382		1.3642			1.1655
# nKCl/nCaCl2 = 3.014	
0.0043			0.8909		0.9974
0.0053			0.8910		0.9974
0.0131			0.8916		0.9979
0.0397			0.8936		0.9994
0.0463			0.8941		0.9999
0.0521			0.8946		1.0002
0.0887			0.8971		1.0022
0.1064			0.8979		1.0032
0.1656			0.9017		1.0066
0.1793			0.9025		1.0074
0.2799			0.9083		1.0130
0.2851			0.9088		1.0133
0.4813			0.9209		1.0241
0.5846			0.9273		1.0298
0.7406			0.9373		1.0381
1.0600			0.9584		1.0549
1.1123			0.9622		1.0576
1.7861			1.0131		1.0910
2.0733			1.0366		1.1046
2.2659			1.0535		1.1136
3.2759			1.1543		1.1583
3.6716			1.2000		1.1747
3.9096			1.2297		1.1845
4.1326			1.2587		1.1933
4.3093			1.2822		1.2003
# II  					
0.0075			0.8912		0.9976
0.0560			0.8947		1.0003
0.2000			0.9036		1.0085
0.3673			0.9138		1.0178
0.7330			0.9363		1.0375
1.3793			0.9806		1.0707
2.2800			1.0534		1.1139
2.9884			1.1219		1.1454
3.9055			1.2280		1.1836
4.0287			1.2438		1.1886
4.2295			1.2705		1.1966
# KCl all data used in optimization
0.0010				0.8903
0.0020				0.8903
0.0025				0.8904
0.0049				0.8903
0.0050				0.8904
0.0098				0.8905
0.0100				0.8905
0.0200				0.8906
0.0214				0.8907
0.0251				0.8906
0.0400				0.8908
0.0401				0.8906
0.0492				0.8906
0.0500				0.8904
0.0502				0.8906
0.0590				0.8906
0.0754				0.8904
0.0900				0.8907
0.0955				0.8905
0.0984				0.8904
0.0999				0.8902
0.1000				0.8905
0.1004				0.8906
0.1005				0.8904
0.1016				0.8904
0.1217				0.8903
0.1340				0.8902
0.1487				0.8902
0.1597				0.8903
0.1600				0.8911
0.1731				0.8900
0.1826				0.8902
0.1991				0.8898
0.2015				0.8898
0.2500				0.8895
0.2500				0.8895
0.2743				0.8895
0.3197				0.8891
0.3297				0.8895
0.4000				0.8891
0.4123				0.8889
0.4478				0.8875
0.4944				0.8882
0.4985				0.8875
0.5000				0.8885
0.5031				0.8883
0.5041				0.8872
0.5081				0.8874
0.5090				0.8893
0.5184				0.8886
0.5331				0.8884
0.7000				0.8885
0.7045				0.8883
0.7069				0.8875
0.7485				0.8879
0.9028				0.8857
0.9477				0.8877
0.9540				0.8924
0.9887				0.8884
0.9910				0.8881
1.0000				0.8875
1.0000				0.8882
1.0160				0.8882
1.0241				0.8882
1.0330				0.8893
1.0490				0.8882
1.2173				0.8883
1.2968				0.8885
1.3584				0.8890
1.3653				0.8866
1.4139				0.8893
1.4690				0.8911
1.5052				0.8893
1.5469				0.8910
1.5740				0.8937
1.7032				0.8917
1.7218				0.8915
1.7758				0.8923
1.8354				0.8902
2.0000				0.8946
2.0013				0.8964
2.0476				0.8969
2.0910				0.8962
2.1060				0.8963
2.1067				0.8972
2.1330				0.8991
2.2846				0.8987
2.3134				0.8964
2.4240				0.9007
2.4968				0.9033
2.5002				0.9000
2.6040				0.9038
2.7069				0.9020
2.7252				0.9079
2.7977				0.9076
2.7994				0.9044
3.0000				0.9115
3.0013				0.9130
3.0016				0.9142
3.2937				0.9160
3.3058				0.9140
3.3100				0.9222
3.3554				0.9204
3.4216				0.9238
3.4934				0.9239
3.4991				0.9231
3.5010				0.9320
3.5327				0.9251
3.5347				0.9258
3.5485				0.9251
3.7964				0.9311
3.9180				0.9353
3.9303				0.9377
3.9487				0.9368
3.9560				0.9363
3.9618				0.9386
3.9925				0.9356
4.0000				0.9379
4.1530				0.9445
4.2720				0.9465
4.3077				0.9498
4.5547				0.9576
4.5870				0.9551
4.6030				0.9582
4.6934				0.9613
4.8280				0.9730

