mH2S	40.C.==>0.0M	...==>0.49M	...==>0.95M	120.C.==>0.0M	...==>0.49M	...==>0.95M # M_Na2SO4
-1	-1
#
-1				-1
#
0.172		3.27
0.529		10.00
0.87		16.31
0.903		16.97
0.916		17.33
1.042		19.54
1.446		27.85
#	
0.219			5.97
0.228			6.35
0.232			6.20
0.309			8.14
0.423			10.74
0.475			11.85
0.493			12.38
0.55			13.79
0.688			17.42
0.823			20.89
0.989			24.93
#	
0.174					9.26
0.38					17.83
0.809					35.09
1.203					52.76
1.822					83.54
#		
0.131						8.32
0.389						21.68
0.406						22.46
0.832						45.02
1.161						64.29
1.189						65.86
1.525						90.68
1.574						96.56
