Vm	25.oC	50.oC	100.oC	150.oC
1.195	18.537
0.955	22.572
0.796	26.371
0.684	29.865
0.596	33.307
0.528	36.494
0.476	39.407
0.432	42.170
0.490	38.585
0.324	50.489
0.246	57.871
0.200	62.155
0.058	74.739
0.053	109.870
0.049	180.783
0.046	308.620
0.043	523.452
0.040	864.844
0.038	1325.170
0.188	63.114
0.186	63.247
0.184	63.403
0.180	63.451
0.175	63.446
0.163	63.450
0.119	63.468
0.077	63.467
0.077	63.456
0.062	63.474
0.062	63.513
0.062	63.593
0.062	63.760
0.062	64.151
0.061	65.259
0.061	65.370
0.060	67.514
0.190	62.946
0.186	63.231
0.184	63.377
0.178	63.450
0.114	63.462
0.068	63.459
0.062	63.550
0.062	64.073
	
1.195		20.445
0.955		25.026
0.796		29.397
0.684		33.475
0.596		37.559
0.528		41.400
0.476		44.982
0.324		59.524
0.246		70.782
0.200		79.158
0.168		85.738
0.146		90.682
0.132		94.048
0.119		97.232
0.109		100.111
0.109		100.118
0.099		103.257
0.091		106.665
0.084		110.491
0.078		115.297
0.073		121.776
0.068		130.848
0.064		142.376
0.064		145.229
0.058		180.898
0.053		245.038
0.049		350.279
0.046		518.686
0.043		781.537
0.040		1178.980
0.038		1697.790
	
1.195			24.2483
0.955			29.8914
0.796			35.3693
0.684			40.5672
0.596			45.863
0.528			50.959
0.476			55.798
0.490			54.413
0.324			76.745
0.246			95.130
0.200			110.947
0.168			125.564
0.146			138.669
0.132			149.054
0.119			160.256
0.109			171.567
0.099			184.991
0.091			199.951
0.084			216.386
0.078			235.395
0.073			258.216
0.068			286.180
0.064			317.264
0.064			324.641
0.058			403.553
0.053			522.315
0.049			691.824
0.043			1289.390
0.040			1792.290
0.038			2419.970
	
1.195				28.031
0.955				34.713
0.796				41.266
0.684				47.547
0.596				54.026
0.528				60.318
0.476				66.370
0.490				64.628
0.324				93.426
0.246				111.587
0.200				141.534
0.168				164.001
0.146				185.206
0.132				202.746
0.119				222.250
0.109				242.450
0.109				242.478
0.099				266.859
0.091				294.204
0.084				324.034
0.078				357.992
0.073				397.723
0.068				444.846
0.064				495.431
0.064				507.212
0.058				628.422
0.053				799.215
0.049				1030.05
0.043				1782.41
0.040				2384.27
0.038				3117.01
