Days	A_HTO	Flux
y_axis	2	1
 0.000e+00	 0.000e+00
 5.000e-01		 3.700e-18
 1.000e+00	 2.653e-15
 1.500e+00		 5.798e-16
 2.000e+00	 4.184e-13
 2.500e+00		 1.043e-15
 3.000e+00	 1.166e-12
 3.500e+00		 1.337e-15
 4.000e+00	 2.125e-12
 4.500e+00		 1.455e-15
 5.000e+00	 3.168e-12
 5.479e+00		 1.607e-15
 5.958e+00	 4.272e-12
 6.479e+00		 1.546e-15
 7.000e+00	 5.427e-12
 7.500e+00		 1.633e-15
 8.000e+00	 6.598e-12
 8.500e+00		 1.538e-15
 9.000e+00	 7.701e-12
 9.500e+00		 1.623e-15
 1.000e+01	 8.865e-12
 1.050e+01		 1.545e-15
 1.100e+01	 9.973e-12
 1.150e+01		 1.600e-15
 1.200e+01	 1.112e-11
 1.250e+01		 1.562e-15
 1.300e+01	 1.224e-11
 1.350e+01		 1.562e-15
 1.400e+01	 1.336e-11
 1.450e+01		 1.562e-15
 1.500e+01	 1.448e-11
 1.550e+01		 1.548e-15
 1.600e+01	 1.559e-11
 1.650e+01		 1.534e-15
 1.700e+01	 1.669e-11
 1.751e+01		 1.491e-15
 1.801e+01	 1.777e-11
